"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"5001600US4832","Congressional District 32 (116th Congress), Texas","774063","4220"
"5001600US4833","Congressional District 33 (116th Congress), Texas","739374","6803"
"5001600US4834","Congressional District 34 (116th Congress), Texas","721500","2690"
"5001600US4835","Congressional District 35 (116th Congress), Texas","825790","5448"
"5001600US4836","Congressional District 36 (116th Congress), Texas","743455","3926"
"5001600US4901","Congressional District 1 (116th Congress), Utah","762720","396"
"5001600US4902","Congressional District 2 (116th Congress), Utah","766444","2112"
"5001600US4903","Congressional District 3 (116th Congress), Utah","761759","1697"
"5001600US4904","Congressional District 4 (116th Congress), Utah","805925","2549"
"5001600US5000","Congressional District (at Large) (116th Congress), Vermont","624313","*****"
"5001600US5101","Congressional District 1 (116th Congress), Virginia","793627","2582"
"5001600US5102","Congressional District 2 (116th Congress), Virginia","738524","2032"
"5001600US5103","Congressional District 3 (116th Congress), Virginia","739947","2990"
"5001600US5104","Congressional District 4 (116th Congress), Virginia","770323","3343"
"5001600US5105","Congressional District 5 (116th Congress), Virginia","735069","1329"
"5001600US5106","Congressional District 6 (116th Congress), Virginia","753338","1102"
"5001600US5107","Congressional District 7 (116th Congress), Virginia","785194","2745"
"5001600US5108","Congressional District 8 (116th Congress), Virginia","798227","2777"
"5001600US5109","Congressional District 9 (116th Congress), Virginia","707798","986"
"5001600US5110","Congressional District 10 (116th Congress), Virginia","838538","2312"
"5001600US5111","Congressional District 11 (116th Congress), Virginia","793878","3999"
"5001600US5301","Congressional District 1 (116th Congress), Washington","754006","3074"
"5001600US5302","Congressional District 2 (116th Congress), Washington","741822","2811"
"5001600US5303","Congressional District 3 (116th Congress), Washington","730720","862"
"5001600US5304","Congressional District 4 (116th Congress), Washington","725467","851"
"5001600US5305","Congressional District 5 (116th Congress), Washington","714669","619"
"5001600US5306","Congressional District 6 (116th Congress), Washington","709226","2518"
"5001600US5307","Congressional District 7 (116th Congress), Washington","782676","2989"
"5001600US5308","Congressional District 8 (116th Congress), Washington","751143","3648"
"5001600US5309","Congressional District 9 (116th Congress), Washington","746443","3625"
"5001600US5310","Congressional District 10 (116th Congress), Washington","747935","3099"
"5001600US5401","Congressional District 1 (116th Congress), West Virginia","611109","*****"
"5001600US5402","Congressional District 2 (116th Congress), West Virginia","622065","*****"
"5001600US5403","Congressional District 3 (116th Congress), West Virginia","584131","*****"
"5001600US5501","Congressional District 1 (116th Congress), Wisconsin","718226","846"
"5001600US5502","Congressional District 2 (116th Congress), Wisconsin","762159","515"
"5001600US5503","Congressional District 3 (116th Congress), Wisconsin","721298","681"
"5001600US5504","Congressional District 4 (116th Congress), Wisconsin","710311","339"
"5001600US5505","Congressional District 5 (116th Congress), Wisconsin","725071","873"
"5001600US5506","Congressional District 6 (116th Congress), Wisconsin","713539","606"
"5001600US5507","Congressional District 7 (116th Congress), Wisconsin","709130","661"
"5001600US5508","Congressional District 8 (116th Congress), Wisconsin","730982","229"
"5001600US5600","Congressional District (at Large) (116th Congress), Wyoming","581024","*****"
"5001600US7298","Resident Commissioner District (at Large) (116th Congress), Puerto Rico","3318447","*****"
